Project,Site,Date,Time,Type,Location,lat,lon,ID,bottle_type,filtered_uM,SpC_uScm2,temp_C,sampled_by,collection_notes,status_location,DOC_mgL,DOC_file,DOC_notes,Network Role,Discharge,Discharge Notes,,,
USF,USF3,7/12/23,9:15,stream water,"at end of road, just upstream of log crossing mainstem, on mainstem",35.70783,-105.80571,145,60_mL,0.45,41.7,12.1,AJW,"new YSI was uncalibrated, later determined to be 3 us/cm off from 1000 us/cm cal standard",lab freezer,,,,mainstem,121.27,,,,
USF,USF3,7/12/23,9:15,stream water,"at end of road, just upstream of log crossing mainstem, on mainstem",35.70783,-105.80571,d_124,glass_scint,0.45,41.7,12.1,AJW,"new YSI was uncalibrated, later determined to be 3 us/cm off from 1000 us/cm cal standard","lab refrigerator, acidified with HCl",,,,mainstem,121.27,,,,
USF,USF3,7/12/23,9:15,stream water,"at end of road, just upstream of log crossing mainstem, on mainstem",35.70783,-105.80571,d_142,glass_scint,0.45,41.7,12.1,AJW,"new YSI was uncalibrated, later determined to be 3 us/cm off from 1000 us/cm cal standard","lab refrigerator, acidified with HCl",,,,mainstem,121.27,,,,
USF,USF3,7/12/23,9:15,stream water,"at end of road, just upstream of log crossing mainstem, on mainstem",35.70783,-105.80571,i_124,iso_vial,0.45,41.7,12.1,AJW,"new YSI was uncalibrated, later determined to be 3 us/cm off from 1000 us/cm cal standard",at CSI,,,,mainstem,121.27,,,,
USF,USF4,7/12/23,10:30,stream water,at small trib on mainstem RR; most substantial trib above road identified thus far,35.72101,-105.79793,5,60_mL,0.45,139.5,14.3,AJW,"new YSI was uncalibrated, later determined to be 3 us/cm off from 1000 us/cm cal standard",shipped to UNH,,,,tributary,0.1300544,curve does not reach bg spc levels (by 6 spc),,,
USF,USF4,7/12/23,10:30,stream water,at small trib on mainstem RR; most substantial trib above road identified thus far,35.72101,-105.79793,126,60_mL,0.45,139.5,14.3,AJW,"new YSI was uncalibrated, later determined to be 3 us/cm off from 1000 us/cm cal standard",lab freezer,,,,tributary,0.1300544,curve does not reach bg spc levels (by 6 spc),,,
USF,USF4,7/12/23,10:30,stream water,at small trib on mainstem RR; most substantial trib above road identified thus far,35.72101,-105.79793,148,60_mL,0.45,139.5,14.3,AJW,"sample bottle has 140 cap; new YSI was uncalibrated, later determined to be 3 us/cm off from 1000 us/cm cal standard",lab freezer,,,,tributary,0.1300544,curve does not reach bg spc levels (by 6 spc),,,
USF,USF4,7/12/23,10:30,stream water,at small trib on mainstem RR; most substantial trib above road identified thus far,35.72101,-105.79793,d_126,glass_scint,0.45,139.5,14.3,AJW,"new YSI was uncalibrated, later determined to be 3 us/cm off from 1000 us/cm cal standard","lab refrigerator, acidified with HCl",,,,tributary,0.1300544,curve does not reach bg spc levels (by 6 spc),,,
USF,USF4,7/12/23,10:30,stream water,at small trib on mainstem RR; most substantial trib above road identified thus far,35.72101,-105.79793,d_5,glass_scint,0.45,139.5,14.3,AJW,"new YSI was uncalibrated, later determined to be 3 us/cm off from 1000 us/cm cal standard","lab refrigerator, acidified with HCl",,,,tributary,0.1300544,curve does not reach bg spc levels (by 6 spc),,,
USF,USF4,7/12/23,10:30,stream water,at small trib on mainstem RR; most substantial trib above road identified thus far,35.72101,-105.79793,i_5,iso_vial,0.45,139.5,14.3,AJW,"new YSI was uncalibrated, later determined to be 3 us/cm off from 1000 us/cm cal standard",at CSI,,,,tributary,0.1300544,curve does not reach bg spc levels (by 6 spc),,,
USF,USF5,7/12/23,11:15,stream water,at mainstem just upstream of USF4,35.72094,-105.79774,35,60_mL,0.45,40.3,12.2,AJW,"new YSI was uncalibrated, later determined to be 3 us/cm off from 1000 us/cm cal standard",shipped to UNH,,,,mainstem,120.1093,,,,
USF,USF5,7/12/23,11:15,stream water,at mainstem just upstream of USF4,35.72094,-105.79774,130,60_mL,0.45,40.3,12.2,AJW,"new YSI was uncalibrated, later determined to be 3 us/cm off from 1000 us/cm cal standard",shipped to UNH,,,,mainstem,120.1093,,,,
USF,USF5,7/12/23,11:15,stream water,at mainstem just upstream of USF4,35.72094,-105.79774,139,60_mL,0.45,40.3,12.2,AJW,"new YSI was uncalibrated, later determined to be 3 us/cm off from 1000 us/cm cal standard",lab freezer,,,,mainstem,120.1093,,,,
USF,USF5,7/12/23,11:15,stream water,at mainstem just upstream of USF4,35.72094,-105.79774,d_130,glass_scint,0.45,40.3,12.2,AJW,"new YSI was uncalibrated, later determined to be 3 us/cm off from 1000 us/cm cal standard","lab refrigerator, acidified with HCl",,,,mainstem,120.1093,,,,
USF,USF5,7/12/23,11:15,stream water,at mainstem just upstream of USF4,35.72094,-105.79774,d_35,glass_scint,0.45,40.3,12.2,AJW,"new YSI was uncalibrated, later determined to be 3 us/cm off from 1000 us/cm cal standard","lab refrigerator, acidified with HCl",,,,mainstem,120.1093,,,,
USF,USF5,7/12/23,11:15,stream water,at mainstem just upstream of USF4,35.72094,-105.79774,i_35,iso_vial,0.45,40.3,12.2,AJW,"new YSI was uncalibrated, later determined to be 3 us/cm off from 1000 us/cm cal standard",at CSI,,,,mainstem,120.1093,,,,
USF,USF6,7/12/23,13:00,stream water,at mainstem upstream from trib that trail crosses,35.73143,-105.78939,122,60_mL,0.45,38.8,13.7,AJW,"new YSI was uncalibrated, later determined to be 3 us/cm off from 1000 us/cm cal standard",shipped to UNH,,,,mainstem,92.99966,,,,
USF,USF6,7/12/23,13:00,stream water,at mainstem upstream from trib that trail crosses,35.73143,-105.78939,129,60_mL,0.45,38.8,13.7,AJW,"new YSI was uncalibrated, later determined to be 3 us/cm off from 1000 us/cm cal standard",shipped to UNH,,,,mainstem,92.99966,,,,
USF,USF6,7/12/23,13:00,stream water,at mainstem upstream from trib that trail crosses,35.73143,-105.78939,141,60_mL,0.45,38.8,13.7,AJW,"new YSI was uncalibrated, later determined to be 3 us/cm off from 1000 us/cm cal standard",lab freezer,,,,mainstem,92.99966,,,,
USF,USF6,7/12/23,13:00,stream water,at mainstem upstream from trib that trail crosses,35.73143,-105.78939,d_122,glass_scint,0.45,38.8,13.7,AJW,"new YSI was uncalibrated, later determined to be 3 us/cm off from 1000 us/cm cal standard","lab refrigerator, acidified with HCl",,,,mainstem,92.99966,,,,
USF,USF6,7/12/23,13:00,stream water,at mainstem upstream from trib that trail crosses,35.73143,-105.78939,d_129,glass_scint,0.45,38.8,13.7,AJW,"new YSI was uncalibrated, later determined to be 3 us/cm off from 1000 us/cm cal standard","lab refrigerator, acidified with HCl",,,,mainstem,92.99966,,,,
USF,USF6,7/12/23,13:00,stream water,at mainstem upstream from trib that trail crosses,35.73143,-105.78939,i_122,iso_vial,0.45,38.8,13.7,AJW,"new YSI was uncalibrated, later determined to be 3 us/cm off from 1000 us/cm cal standard",at CSI,,,,mainstem,92.99966,,,,
USF,USF7,7/12/23,12:15,stream water,"at trib entering mainstem RR, upstream from trib waterfall, downstream from trail",35.73046,-105.7913,135,60_mL,0.45,38.5,14.1,AJW,"new YSI was uncalibrated, later determined to be 3 us/cm off from 1000 us/cm cal standard",shipped to UNH,,,,tributary,4.873342,curve does not reach bg spc levels (by 2 spc),,,
USF,USF7,7/12/23,12:15,stream water,"at trib entering mainstem RR, upstream from trib waterfall, downstream from trail",35.73046,-105.7913,144,60_mL,0.45,38.5,14.1,AJW,"new YSI was uncalibrated, later determined to be 3 us/cm off from 1000 us/cm cal standard",lab freezer,,,,tributary,4.873342,curve does not reach bg spc levels (by 2 spc),,,
USF,USF7,7/12/23,12:15,stream water,"at trib entering mainstem RR, upstream from trib waterfall, downstream from trail",35.73046,-105.7913,149,60_mL,0.45,38.5,14.1,AJW,"new YSI was uncalibrated, later determined to be 3 us/cm off from 1000 us/cm cal standard",lab freezer,,,,tributary,4.873342,curve does not reach bg spc levels (by 2 spc),,,
USF,USF7,7/12/23,12:15,stream water,"at trib entering mainstem RR, upstream from trib waterfall, downstream from trail",35.73046,-105.7913,d_135,glass_scint,0.45,38.5,14.1,AJW,"new YSI was uncalibrated, later determined to be 3 us/cm off from 1000 us/cm cal standard","lab refrigerator, acidified with HCl",,,,tributary,4.873342,curve does not reach bg spc levels (by 2 spc),,,
USF,USF7,7/12/23,12:15,stream water,"at trib entering mainstem RR, upstream from trib waterfall, downstream from trail",35.73046,-105.7913,d_144,glass_scint,0.45,38.5,14.1,AJW,"new YSI was uncalibrated, later determined to be 3 us/cm off from 1000 us/cm cal standard","lab refrigerator, acidified with HCl",,,,tributary,4.873342,curve does not reach bg spc levels (by 2 spc),,,
USF,USF7,7/12/23,12:15,stream water,"at trib entering mainstem RR, upstream from trib waterfall, downstream from trail",35.73046,-105.7913,i_135,iso_vial,0.45,38.5,14.1,AJW,"new YSI was uncalibrated, later determined to be 3 us/cm off from 1000 us/cm cal standard",at CSI,,,,tributary,4.873342,curve does not reach bg spc levels (by 2 spc),,,
USF,USF10,7/13/23,10:30,stream water,at mainstem above confluence with USF11 (USF11 is the secondary mainstem/largest trib),35.74801,-105.77688,63,60_mL,0.45,33,10.9,AJW,"new YSI was uncalibrated, later determined to be 3 us/cm off from 1000 us/cm cal standard; bear!!",shipped to UNH,,,,mainstem,54.18894,curve does not reach bg spc levels (by 2 spc),,,
USF,USF10,7/13/23,10:30,stream water,at mainstem above confluence with USF11 (USF11 is the secondary mainstem/largest trib),35.74801,-105.77688,132,60_mL,0.45,33,10.9,AJW,"new YSI was uncalibrated, later determined to be 3 us/cm off from 1000 us/cm cal standard; bear!!",shipped to UNH,,,,mainstem,54.18894,curve does not reach bg spc levels (by 2 spc),,,
USF,USF10,7/13/23,10:30,stream water,at mainstem above confluence with USF11 (USF11 is the secondary mainstem/largest trib),35.74801,-105.77688,134,60_mL,0.45,33,10.9,AJW,"new YSI was uncalibrated, later determined to be 3 us/cm off from 1000 us/cm cal standard; bear!!",lab freezer,,,,mainstem,54.18894,curve does not reach bg spc levels (by 2 spc),,,
USF,USF10,7/13/23,10:30,stream water,at mainstem above confluence with USF11 (USF11 is the secondary mainstem/largest trib),35.74801,-105.77688,d_132,glass_scint,0.45,33,10.9,AJW,"new YSI was uncalibrated, later determined to be 3 us/cm off from 1000 us/cm cal standard; bear!!","lab refrigerator, acidified with HCl",,,,mainstem,54.18894,curve does not reach bg spc levels (by 2 spc),,,
USF,USF10,7/13/23,10:30,stream water,at mainstem above confluence with USF11 (USF11 is the secondary mainstem/largest trib),35.74801,-105.77688,d_63,glass_scint,0.45,33,10.9,AJW,"new YSI was uncalibrated, later determined to be 3 us/cm off from 1000 us/cm cal standard; bear!!","lab refrigerator, acidified with HCl",,,,mainstem,54.18894,curve does not reach bg spc levels (by 2 spc),,,
USF,USF10,7/13/23,10:30,stream water,at mainstem above confluence with USF11 (USF11 is the secondary mainstem/largest trib),35.74801,-105.77688,i_63,iso_vial,0.45,33,10.9,AJW,"new YSI was uncalibrated, later determined to be 3 us/cm off from 1000 us/cm cal standard",at CSI,,,,mainstem,54.18894,curve does not reach bg spc levels (by 2 spc),,,
USF,USF11,7/13/23,11:30,stream water,"at secondary mainstem/largest trib, which enters mainstem on RL",35.74506,-105.77617,58,60_mL,0.45,46.5,9.2,AJW,"new YSI was uncalibrated, later determined to be 3 us/cm off from 1000 us/cm cal standard",shipped to UNH,,,,tributary,30.4695,,,,
USF,USF11,7/13/23,11:30,stream water,"at secondary mainstem/largest trib, which enters mainstem on RL",35.74506,-105.77617,82,60_mL,0.45,46.5,9.2,AJW,"new YSI was uncalibrated, later determined to be 3 us/cm off from 1000 us/cm cal standard",lab freezer,,,,tributary,30.4695,,,,
USF,USF11,7/13/23,11:30,stream water,"at secondary mainstem/largest trib, which enters mainstem on RL",35.74506,-105.77617,123,60_mL,0.45,46.5,9.2,AJW,"new YSI was uncalibrated, later determined to be 3 us/cm off from 1000 us/cm cal standard",lab freezer,,,,tributary,30.4695,,,,
USF,USF11,7/13/23,11:30,stream water,"at secondary mainstem/largest trib, which enters mainstem on RL",35.74506,-105.77617,d_58,glass_scint,0.45,46.5,9.2,AJW,"new YSI was uncalibrated, later determined to be 3 us/cm off from 1000 us/cm cal standard","lab refrigerator, acidified with HCl",,,,tributary,30.4695,,,,
USF,USF11,7/13/23,11:30,stream water,"at secondary mainstem/largest trib, which enters mainstem on RL",35.74506,-105.77617,d_82,glass_scint,0.45,46.5,9.2,AJW,"new YSI was uncalibrated, later determined to be 3 us/cm off from 1000 us/cm cal standard","lab refrigerator, acidified with HCl",,,,tributary,30.4695,,,,
USF,USF11,7/13/23,11:30,stream water,"at secondary mainstem/largest trib, which enters mainstem on RL",35.74506,-105.77617,i_58,iso_vial,0.45,46.5,9.2,AJW,,at CSI,,,,tributary,30.4695,,,,
USF,USF9,7/13/23,10:00,stream water,at trib that enters mainstem on mainstem RR,35.74776,-105.77709,128,60_mL,0.45,40.7,9.1,AJW,"new YSI was uncalibrated, later determined to be 3 us/cm off from 1000 us/cm cal standard",shipped to UNH,,,,tributary,18.08417,,,,
USF,USF9,7/13/23,10:00,stream water,at trib that enters mainstem on mainstem RR,35.74776,-105.77709,133,60_mL,0.45,40.7,9.1,AJW,"new YSI was uncalibrated, later determined to be 3 us/cm off from 1000 us/cm cal standard",lab freezer,,,,tributary,18.08417,,,,
USF,USF9,7/13/23,10:00,stream water,at trib that enters mainstem on mainstem RR,35.74776,-105.77709,137,60_mL,0.45,40.7,9.1,AJW,"new YSI was uncalibrated, later determined to be 3 us/cm off from 1000 us/cm cal standard",lab freezer,,,,tributary,18.08417,,,,
USF,USF9,7/13/23,10:00,stream water,at trib that enters mainstem on mainstem RR,35.74776,-105.77709,d_128,glass_scint,0.45,40.7,9.1,AJW,"new YSI was uncalibrated, later determined to be 3 us/cm off from 1000 us/cm cal standard","lab refrigerator, acidified with HCl",,,,tributary,18.08417,,,,
USF,USF9,7/13/23,10:00,stream water,at trib that enters mainstem on mainstem RR,35.74776,-105.77709,d_133,glass_scint,0.45,40.7,9.1,AJW,"new YSI was uncalibrated, later determined to be 3 us/cm off from 1000 us/cm cal standard","lab refrigerator, acidified with HCl",,,,tributary,18.08417,,,,
USF,USF9,7/13/23,10:00,stream water,at trib that enters mainstem on mainstem RR,35.74776,-105.77709,i_128,iso_vial,0.45,40.7,9.1,AJW,"new YSI was uncalibrated, later determined to be 3 us/cm off from 1000 us/cm cal standard",at CSI,,,,tributary,18.08417,,,,
USF,USF12,8/2/23,7:15,stream water,at mainstem upstream from USF2,35.68863,-105.82358,3,60_mL,0.45,NA,NA,AJW,no Q taken; use USGS,shipped to UNH,,,,mainstem,314.317,taken from USGS,,,
USF,USF12,8/2/23,7:15,stream water,at mainstem upstream from USF2,35.68863,-105.82358,47,60_mL,0.45,NA,NA,AJW,no Q taken; use USGS,shipped to UNH,,,,mainstem,314.317,taken from USGS,,,
USF,USF12,8/2/23,7:15,stream water,at mainstem upstream from USF2,35.68863,-105.82358,49,60_mL,0.45,NA,NA,AJW,no Q taken; use USGS,lab freezer,,,,mainstem,314.317,taken from USGS,,,
USF,USF12,8/2/23,7:15,stream water,at mainstem upstream from USF2,35.68863,-105.82358,d_3,40_mL_gdark,0.45,NA,NA,AJW,"no Q taken; use USGS; ran out of dark bottles, so this 60 mL is intended for OC",run by Matthew Russell on CWE TOC Fusion,2.7632,Matthew TOC Samples-2023-08-03.csv,"run within 48 hrs of collection, not acidified",mainstem,314.317,taken from USGS,,,
USF,USF12,8/2/23,7:15,stream water,at mainstem upstream from USF2,35.68863,-105.82358,d_47,40_mL_gdark,0.45,NA,NA,AJW,no Q taken; use USGS,run by Matthew Russell on CWE TOC Fusion,2.7506,Matthew TOC Samples-2023-08-10.csv,"run 8 days after collection, not acidified",mainstem,314.317,taken from USGS,,,
USF,USF12,8/2/23,7:15,stream water,at mainstem upstream from USF2,35.68863,-105.82358,i_3,iso_vial,0.45,NA,NA,AJW,,at CSI,,,,mainstem,314.317,taken from USGS,,,
USF,USF3,8/2/23,8:00,stream water,"at end of road, just upstream of log crossing mainstem, on mainstem",35.70783,-105.80571,68,60_mL,0.45,45,11.2,AJW,,shipped to UNH,,,,,56.41,,,,
USF,USF3,8/2/23,8:00,stream water,"at end of road, just upstream of log crossing mainstem, on mainstem",35.70783,-105.80571,131,60_mL,0.45,45,11.2,AJW,,shipped to UNH,,,,,56.41,,,,
USF,USF3,8/2/23,8:00,stream water,"at end of road, just upstream of log crossing mainstem, on mainstem",35.70783,-105.80571,136,60_mL,0.45,45,11.2,AJW,,lab freezer,,,,,56.41,,,,
USF,USF3,8/2/23,8:00,stream water,"at end of road, just upstream of log crossing mainstem, on mainstem",35.70783,-105.80571,d_131,40_mL_gdark,0.45,45,11.2,AJW,,run by Matthew Russell on CWE TOC Fusion,2.5136,Matthew TOC Samples-2023-08-10.csv,"run 8 days after collection, not acidified",,56.41,,,,
USF,USF3,8/2/23,8:00,stream water,"at end of road, just upstream of log crossing mainstem, on mainstem",35.70783,-105.80571,d_68,40_mL_gdark,0.45,45,11.2,AJW,,run by Matthew Russell on CWE TOC Fusion,2.518,Matthew TOC Samples-2023-08-03.csv,"run within 48 hrs of collection, not acidified",,56.41,,,,
USF,USF3,8/2/23,8:00,stream water,"at end of road, just upstream of log crossing mainstem, on mainstem",35.70783,-105.80571,i_68,iso_vial,0.45,45,11.2,AJW,,at CSI,,,,,56.41,,,,
USF,USF5,8/2/23,9:15,stream water,at mainstem just upstream of USF4,35.72094,-105.79774,10,60_mL,0.45,44.4,10.6,AJW,,lab freezer,,,,,57.39667,,,,
USF,USF5,8/2/23,9:15,stream water,at mainstem just upstream of USF4,35.72094,-105.79774,20,60_mL,0.45,44.4,10.6,AJW,,lab freezer,,,,,57.39667,,,,
USF,USF5,8/2/23,9:15,stream water,at mainstem just upstream of USF4,35.72094,-105.79774,62,60_mL,0.45,44.4,10.6,AJW,,lab freezer,,,,,57.39667,,,,
USF,USF5,8/2/23,9:15,stream water,at mainstem just upstream of USF4,35.72094,-105.79774,d_10,40_mL_gdark,0.45,44.4,10.6,AJW,,run by Matthew Russell on CWE TOC Fusion,2.401,Matthew TOC Samples-2023-08-03.csv,"run within 48 hrs of collection, not acidified",,57.39667,,,,
USF,USF5,8/2/23,9:15,stream water,at mainstem just upstream of USF4,35.72094,-105.79774,d_20,40_mL_gdark,0.45,44.4,10.6,AJW,,run by Matthew Russell on CWE TOC Fusion,2.4057,Matthew TOC Samples-2023-08-10.csv,"run 8 days after collection, not acidified",,57.39667,,,,
USF,USF5,8/2/23,9:15,stream water,at mainstem just upstream of USF4,35.72094,-105.79774,i_10,iso_vial,0.45,44.4,10.6,AJW,,at CSI,,,,,57.39667,,,,
USF,USF6,8/2/23,12:00,stream water,at mainstem upstream from trib that trail crosses,35.73143,-105.78939,46,60_mL,0.45,43.2,12.1,AJW,,shipped to UNH,,,,,54.93756,,,,
USF,USF6,8/2/23,12:00,stream water,at mainstem upstream from trib that trail crosses,35.73143,-105.78939,75,60_mL,0.45,43.2,12.1,AJW,,shipped to UNH,,,,,54.93756,,,,
USF,USF6,8/2/23,12:00,stream water,at mainstem upstream from trib that trail crosses,35.73143,-105.78939,87,60_mL,0.45,43.2,12.1,AJW,,lab freezer,,,,,54.93756,,,,
USF,USF6,8/2/23,12:00,stream water,at mainstem upstream from trib that trail crosses,35.73143,-105.78939,d_46,40_mL_gdark,0.45,43.2,12.1,AJW,,run by Matthew Russell on CWE TOC Fusion,2.3364,Matthew TOC Samples-2023-08-03.csv,"run within 48 hrs of collection, not acidified",,54.93756,,,,
USF,USF6,8/2/23,12:00,stream water,at mainstem upstream from trib that trail crosses,35.73143,-105.78939,d_75,40_mL_gdark,0.45,43.2,12.1,AJW,,run by Matthew Russell on CWE TOC Fusion,2.3487,Matthew TOC Samples-2023-08-10.csv,"run 8 days after collection, not acidified",,54.93756,,,,
USF,USF6,8/2/23,12:00,stream water,at mainstem upstream from trib that trail crosses,35.73143,-105.78939,i_46,iso_vial,0.45,43.2,12.1,AJW,,at CSI,,,,,54.93756,,,,
USF,USF7,8/2/23,10:30,stream water,"at trib entering mainstem RR, upstream from trib waterfall, downstream from trail",35.73046,-105.7913,54,60_mL,0.45,62.2,12.6,AJW,,shipped to UNH,,,,,1.540697,,,,
USF,USF7,8/2/23,10:30,stream water,"at trib entering mainstem RR, upstream from trib waterfall, downstream from trail",35.73046,-105.7913,61,60_mL,0.45,62.2,12.6,AJW,,lab freezer,,,,,1.540697,,,,
USF,USF7,8/2/23,10:30,stream water,"at trib entering mainstem RR, upstream from trib waterfall, downstream from trail",35.73046,-105.7913,67,60_mL,0.45,62.2,12.6,AJW,,lab freezer,,,,,1.540697,,,,
USF,USF7,8/2/23,10:30,stream water,"at trib entering mainstem RR, upstream from trib waterfall, downstream from trail",35.73046,-105.7913,d_54,40_mL_gdark,0.45,62.2,12.6,AJW,,run by Matthew Russell on CWE TOC Fusion,4.895,Matthew TOC Samples-2023-08-03.csv,"run within 48 hrs of collection, not acidified",,1.540697,,,,
USF,USF7,8/2/23,10:30,stream water,"at trib entering mainstem RR, upstream from trib waterfall, downstream from trail",35.73046,-105.7913,d_61,40_mL_gdark,0.45,62.2,12.6,AJW,,run by Matthew Russell on CWE TOC Fusion,4.8714,Matthew TOC Samples-2023-08-10.csv,"run 8 days after collection, not acidified",,1.540697,,,,
USF,USF7,8/2/23,10:30,stream water,"at trib entering mainstem RR, upstream from trib waterfall, downstream from trail",35.73046,-105.7913,i_54,iso_vial,0.45,62.2,12.6,AJW,,at CSI,,,,,1.540697,,,,
USF,USF13,8/3/23,10:30,stream water,"at trib entering mainstem from mainstem RR, draining western upper watershed. there are several small inflows to ms between USF13 and USF14 that may be part of USF13's drainage network, so consider sampling above this little ""aluvial fan"" in future.",35.77945,-105.77372,4,60_mL,0.45,20.9,7.9,AJW,,shipped to UNH,,,,,9.41187,,,,
USF,USF13,8/3/23,10:30,stream water,"at trib entering mainstem from mainstem RR, draining western upper watershed. there are several small inflows to ms between USF13 and USF14 that may be part of USF13's drainage network, so consider sampling above this little ""aluvial fan"" in future.",35.77945,-105.77372,29,60_mL,0.45,20.9,7.9,AJW,,lab freezer,,,,,9.41187,,,,
USF,USF13,8/3/23,10:30,stream water,"at trib entering mainstem from mainstem RR, draining western upper watershed. there are several small inflows to ms between USF13 and USF14 that may be part of USF13's drainage network, so consider sampling above this little ""aluvial fan"" in future.",35.77945,-105.77372,34,60_mL,0.45,20.9,7.9,AJW,,lab freezer,,,,,9.41187,,,,
USF,USF13,8/3/23,10:30,stream water,"at trib entering mainstem from mainstem RR, draining western upper watershed. there are several small inflows to ms between USF13 and USF14 that may be part of USF13's drainage network, so consider sampling above this little ""aluvial fan"" in future.",35.77945,-105.77372,d_29,40_mL_gdark,0.45,20.9,7.9,AJW,,lab refrigerator,,,,,9.41187,,,,
USF,USF13,8/3/23,10:30,stream water,"at trib entering mainstem from mainstem RR, draining western upper watershed. there are several small inflows to ms between USF13 and USF14 that may be part of USF13's drainage network, so consider sampling above this little ""aluvial fan"" in future.",35.77945,-105.77372,d_4,40_mL_gdark,0.45,20.9,7.9,AJW,,run by Matthew Russell on CWE TOC Fusion,3.2082,Matthew TOC Samples-2023-08-10.csv,"run 7 days after collection, not acidified",,9.41187,,,,
USF,USF13,8/3/23,10:30,stream water,"at trib entering mainstem from mainstem RR, draining western upper watershed. there are several small inflows to ms between USF13 and USF14 that may be part of USF13's drainage network, so consider sampling above this little ""aluvial fan"" in future.",35.77945,-105.77372,i_4,iso_vial,0.45,20.9,7.9,AJW,,at CSI,,,,,9.41187,,,,
USF,USF14,8/3/23,11:00,stream water,"at mainstem upstream of USF13 (and upstream of the inflows that might be part of USF13), draining East upper watershed",35.77945,-105.77354,38,60_mL,0.45,25.2,8.8,AJW,,shipped to UNH,,,,,7.165757,,,,
USF,USF14,8/3/23,11:00,stream water,"at mainstem upstream of USF13 (and upstream of the inflows that might be part of USF13), draining East upper watershed",35.77945,-105.77354,66,60_mL,0.45,25.2,8.8,AJW,,shipped to UNH,,,,,7.165757,,,,
USF,USF14,8/3/23,11:00,stream water,"at mainstem upstream of USF13 (and upstream of the inflows that might be part of USF13), draining East upper watershed",35.77945,-105.77354,120,60_mL,0.45,25.2,8.8,AJW,,lab freezer,,,,,7.165757,,,,
USF,USF14,8/3/23,11:00,stream water,"at mainstem upstream of USF13 (and upstream of the inflows that might be part of USF13), draining East upper watershed",35.77945,-105.77354,d_38,40_mL_gdark,0.45,25.2,8.8,AJW,,run by Matthew Russell on CWE TOC Fusion,2.7625,Matthew TOC Samples-2023-08-10.csv,"run 7 days after collection, not acidified",,7.165757,,,,
USF,USF14,8/3/23,11:00,stream water,"at mainstem upstream of USF13 (and upstream of the inflows that might be part of USF13), draining East upper watershed",35.77945,-105.77354,d_66,40_mL_gdark,0.45,25.2,8.8,AJW,,lab refrigerator,,,,,7.165757,,,,
USF,USF14,8/3/23,11:00,stream water,"at mainstem upstream of USF13 (and upstream of the inflows that might be part of USF13), draining East upper watershed",35.77945,-105.77354,i_38,iso_vial,0.45,25.2,8.8,AJW,,at CSI,,,,,7.165757,,,,
USF,USF15,8/3/23,12:15,stream water,"at ""mainstem"" Santa Fe River (as hydro maps show it), though the closest trib (USF16) is larger. Sampled ABOVE a meadow that is formed by the confluence of USF15 and USF16.",35.78404,-105.77185,7,60_mL,0.45,20.9,11.6,AJW,,shipped to UNH,,,,,0.7903307,curve ends 0.1 prior to bcg levels,,,
USF,USF15,8/3/23,12:15,stream water,"at ""mainstem"" Santa Fe River (as hydro maps show it), though the closest trib (USF16) is larger. Sampled ABOVE a meadow that is formed by the confluence of USF15 and USF16.",35.78404,-105.77185,25,60_mL,0.45,20.9,11.6,AJW,,shipped to UNH,,,,,0.7903307,curve ends 0.1 prior to bcg levels,,,
USF,USF15,8/3/23,12:15,stream water,"at ""mainstem"" Santa Fe River (as hydro maps show it), though the closest trib (USF16) is larger. Sampled ABOVE a meadow that is formed by the confluence of USF15 and USF16.",35.78404,-105.77185,127,60_mL,0.45,20.9,11.6,AJW,,lab freezer,,,,,0.7903307,curve ends 0.1 prior to bcg levels,,,
USF,USF15,8/3/23,12:15,stream water,"at ""mainstem"" Santa Fe River (as hydro maps show it), though the closest trib (USF16) is larger. Sampled ABOVE a meadow that is formed by the confluence of USF15 and USF16.",35.78404,-105.77185,d_25,40_mL_gdark,0.45,20.9,11.6,AJW,,lab refrigerator,,,,,0.7903307,curve ends 0.1 prior to bcg levels,,,
USF,USF15,8/3/23,12:15,stream water,"at ""mainstem"" Santa Fe River (as hydro maps show it), though the closest trib (USF16) is larger. Sampled ABOVE a meadow that is formed by the confluence of USF15 and USF16.",35.78404,-105.77185,d_7,40_mL_gdark,0.45,20.9,11.6,AJW,,run by Matthew Russell on CWE TOC Fusion,2.4039,Matthew TOC Samples-2023-08-10.csv,"run 7 days after collection, not acidified",,0.7903307,curve ends 0.1 prior to bcg levels,,,
USF,USF15,8/3/23,12:15,stream water,"at ""mainstem"" Santa Fe River (as hydro maps show it), though the closest trib (USF16) is larger. Sampled ABOVE a meadow that is formed by the confluence of USF15 and USF16.",35.78404,-105.77185,i_7,iso_vial,0.45,20.9,11.6,AJW,,at CSI,,,,,0.7903307,curve ends 0.1 prior to bcg levels,,,
USF,USF16,8/3/23,13:15,stream water,"at ""trib"" draining the upper east subcatchment of whole watershed",35.78399,-105.77126,13,60_mL,0.45,10,11.7,AJW,,shipped to UNH,,,,,8.021847,,,,
USF,USF16,8/3/23,13:15,stream water,"at ""trib"" draining the upper east subcatchment of whole watershed",35.78399,-105.77126,65,60_mL,0.45,10,11.7,AJW,,lab freezer,,,,,8.021847,,,,
USF,USF16,8/3/23,13:15,stream water,"at ""trib"" draining the upper east subcatchment of whole watershed",35.78399,-105.77126,86,60_mL,0.45,10,11.7,AJW,,lab freezer,,,,,8.021847,,,,
